protein1	protein2
CEBPA	WNK1
CEBPB	ACVR2A
CEBPB	BMX
CEBPB	CASK
CEBPB	CDKL5
CEBPB	CDKN2B
CEBPB	CHEK2
CEBPB	CSNK1E
CEBPB	DAPK1
CEBPB	DDR2
CEBPB	DYRK1A
CEBPB	DYRK3
CEBPB	EGFR
CEBPB	EPHA7
CEBPB	EPHB6
CEBPB	ERBB4
CEBPB	GSK3B
CEBPB	IP6K2
CEBPB	ITK
CEBPB	MAP2K3
CEBPB	MAP2K6
CEBPB	MAP3K3
CEBPB	MAP4K4
CEBPB	MAPK14
CEBPB	MAPK1
CEBPB	MAPK3
CEBPB	NADK
CEBPB	NEK6
CEBPB	PANK3
CEBPB	PDGFRA
CEBPB	PIK3R1
CEBPB	PIM1
CEBPB	PRKCG
CEBPB	RPS6KA1
CEBPB	RPS6KA5
CEBPB	SIK3
CEBPB	SRPK1
CEBPB	STK39
CEBPB	TRIB1
CEBPB	WNK2
CEBPD	ADK
CEBPD	CDK6
CEBPD	EGFR
CEBPD	GALK2
CEBPD	GRK2
CEBPD	GSK3B
CEBPD	MAP2K3
CEBPD	MAPK9
CEBPD	PAK6
CEBPD	PIK3R1
CEBPD	TRIB1
CEBPE	TRIB1
CEBPG	AAK1
CEBPG	ADPGK
CEBPG	BRAF
CEBPG	CAMK2G
CEBPG	CDK11A
CEBPG	CDK11B
CEBPG	CDK6
CEBPG	CDKL5
CEBPG	CSNK1G3
CEBPG	CSNK2A2
CEBPG	DGKA
CEBPG	FES
CEBPG	KIT
CEBPG	NTRK2
CEBPG	PDGFRA
CEBPG	PRKAG1
CEBPG	PTK2
CEBPG	PTK7
CEBPZ	EGFR
CEBPZ	GSK3B
CEBPZ	NADK
CEBPZ	NTRK1
CEBPZ	PRKCQ
CEBPZ	PRKCZ
CEBPZ	RPS6KA6
CEBPZ	TAF1
CELF1	DMPK
CELF1	LRRK2
CELF1	MAPK3
CELF1	MKNK2
CELF2	PDK1
CELSR1	RYK
CELSR2	RYK
CELSR2	SRC
CELSR3	CLK1
CELSR3	FYN
CELSR3	NEK4
CELSR3	RYK
CEMIP2	EGFR
CEND1	EGFR
CENPA	AURKB
CENPA	FYN
CENPB	CSNK2B
CENPB	GSK3B
CENPB	RPS6KA6
CENPB	TK1
CENPC	JAK3
CENPC	MAPK14
CENPE	CHUK
CENPE	CLK1
CENPE	IKBKB
CENPE	MAPK1
CENPE	RET
CENPF	LRRK2
CENPJ	AURKA
CENPJ	LATS2
CENPJ	PLK2
CENPJ	PLK4
CENPJ	RET
CENPJ	TNIK
CENPJ	WNK1
CENPL	EGFR
CENPN	TAF1
CENPN	TSSK3
CENPQ	PLK1
CENPU	PLK1
CENPU	PLK2
CENPU	PLK3
CENPV	FYN
CENPV	LYN
CENPV	MAPK14
CENPV	PHKG2
CENPV	SRC
CEP104	EGFR
CEP104	RET
CEP120	RET
CEP126	FGFR3
CEP126	MAPK9
CEP126	PBK
CEP128	PLK4
CEP128	RET
CEP131	AURKA
CEP131	CSNK1E
CEP131	GSK3B
CEP131	LATS1
CEP131	LATS2
CEP131	MAPKAPK2
CEP131	NTRK1
CEP131	PLK4
CEP131	PRKAR2B
CEP131	RET
CEP131	TSSK1B
CEP135	AURKA
CEP135	PLK4
CEP135	RET
CEP152	AURKA
CEP152	GSK3B
CEP152	LATS1
CEP152	PLK4
CEP152	RET
CEP162	DCAF1
CEP162	GAK
CEP162	RET
CEP164	AURKA
CEP164	CHEK1
CEP164	RET
CEP164	TTBK2
CEP170B	PRKAA2
CEP170B	TYK2
CEP170	CSNK2A1
CEP170	CSNK2A2
CEP170	CSNK2B
CEP170	DAPK3
CEP170	EGFR
CEP170	LRRK2
CEP170	MAPK6
CEP170	NTRK1
CEP170	PRKAR2B
CEP170	RET
CEP170	SRPK2
CEP192	AURKA
CEP192	LATS1
CEP192	LATS2
CEP192	PLK4
CEP192	RET
CEP250	AURKA
CEP250	DCAF1
CEP250	NEK2
CEP250	PLK4
CEP250	RET
CEP250	SIK2
CEP290	AURKA
CEP290	MAPK10
CEP290	RET
CEP295	FGFR2
CEP295	LATS2
CEP350	GSK3B
CEP350	MAPK1
CEP350	PLK4
CEP350	RET
CEP350	TNIK
CEP350	WEE1
CEP41	AURKA
CEP44	CHKB
CEP44	DGKG
CEP44	MAPK9
CEP44	TTN
CEP55	MAPK1
CEP55	MAPK6
CEP55	RET
CEP55	TEX14
CEP57	AURKA
CEP57L1	PKN1
CEP57L1	RET
CEP57L1	YES1
CEP57	PKN1
CEP63	AURKA
CEP63	PLK4
CEP63	PRKAR2B
CEP63	RET
CEP63	TBK1
CEP68	PLK1
CEP68	PRKAR2B
CEP70	AURKA
CEP70	STK25
CEP72	AURKA
CEP72	CSNK1E
CEP72	LATS2
CEP72	LRRK2
CEP72	PRKAR2B
CEP72	RET
CEP76	AURKA
CEP76	CSNK1G1
CEP76	LATS1
CEP76	MAP2K3
CEP76	PLK4
CEP76	STK26
CEP78	AURKA
CEP78	DCAF1
CEP78	DYRK2
CEP78	PASK
CEP78	RIPK4
CEP83	TAF1
CEP85	LATS2
CEP85L	MARK2
CEP85L	PHKG2
CEP85	MAP3K1
CEP85	MASTL
CEP85	PLK4
CEP85	RET
CEP89	LATS2
CEP89	RET
CEP95	CLK1
CEP95	RET
CEP97	NLK
CEP97	NTRK1
CEP97	PLK1
CEP97	RET
CEP97	STK38L
CEPT1	CSNK2A2
CEPT1	MAPK6
CEPT1	TAF1
CER1	ACVR1B
CER1	ACVR1C
CER1	ACVR2A
CER1	ACVR2B
CERK	NTRK1
CERS1	MAPK6
CERS2	EGFR
CERS2	POMK
CERS6	POMK
CES1	BUB1B
CES1	PRKAA1
CES1	PTK2
CES2	PTK2
CES4A	EGFR
CETN1	PRKACA
CETN2	AURKA
CETN2	PKN2
CETN3	LRRK2
CETN3	SGK1
CETN3	SIK2
CFAP206	ROCK1
CFAP20	DCAF1
CFAP20	LRRK2
CFAP298	LYN
CFAP298	MAPK6
CFAP298	STK3
CFAP410	NEK1
CFAP45	TRIO
CFAP65	LRRK2
CFAP97	RET
CFB	CHKB
CFB	DGKG
CFB	TTN
CFC1	ACVR1B
CFC1	ACVR1C
CFD	CHKB
CFD	DGKG
CFDP1	CSNK2A1
CFD	TTN
CFH	CHKB
CFH	DGKG
CFH	TTN
CFL1	AURKA
CFL1	AURKB
CFL1	AURKC
CFL1	EGFR
CFL1	ERBB4
CFL1	GRK5
CFL1	HUNK
CFL1	LIMK1
CFL1	LIMK2
CFL1	LRRK2
CFL1	MAPK6
CFL1	NRK
CFL1	NTRK1
CFL1	PRKCZ
CFL1	RPS6KA1
CFL1	RPS6KB2
CFL1	SRC
CFL1	TAF1
CFL1	TESK1
CFL1	TESK2
CFL2	LIMK1
CFL2	MAP3K3
CFL2	STK11
CFLAR	MAP2K1
CFLAR	MAP2K4
CFLAR	MAP2K7
CFLAR	PRKDC
CFLAR	RAF1
CFLAR	RIPK1
CFLAR	RIPK2
CFLAR	RIPK3
CFP	MTOR
CFP	NEK6
CFP	STK16
CFTR	MAPK3
CFTR	PRKAA1
CFTR	PRKACA
CFTR	PRKAG1
CFTR	PRKAR2A
CFTR	PRKCA
CFTR	PRKCE
CFTR	PRKG1
CGA	AKT1
CGA	CDK2
CGA	CDK4
CGA	FLT1
CGA	GRK2
CGA	GSK3B
CGA	IGF1R
CGA	ILK
CGA	MAP4K3
CGA	PAK6
CGA	PAPSS1
CGA	PCK1
CGA	PDK3
CGA	PTK2
CGAS	ILK
CGAS	PDGFRA
CGAS	TBK1
CGAS	TGM2
CGA	TRRAP
CGB3	AKT1
CGB3	CDK2
CGB3	CDK4
CGB3	FLT1
CGB3	GRK2
CGB3	GSK3B
CGB3	IGF1R
CGB3	ILK
CGB3	MAK
CGB3	MAP4K3
CGB3	PAK6
CGB3	PAPSS1
CGB3	PCK1
CGB3	PDK3
CGB3	PTK2
CGB3	SRC
CGB3	TRRAP
CGB5	AKT1
CGB5	CDK2
CGB5	CDK4
CGB5	FLT1
CGB5	GRK2
CGB5	GSK3B
CGB5	IGF1R
CGB5	ILK
CGB5	MAK
CGB5	MAP4K3
CGB5	PAK6
CGB5	PAPSS1
CGB5	PCK1
CGB5	PDK3
CGB5	PTK2
CGB5	SRC
CGB5	TRRAP
CGB8	AKT1
CGB8	CDK2
CGB8	CDK4
CGB8	FLT1
CGB8	GRK2
CGB8	GSK3B
CGB8	IGF1R
CGB8	ILK
CGB8	MAK
CGB8	MAP4K3
CGB8	PAK6
CGB8	PAPSS1
CGB8	PCK1
CGB8	PDK3
CGB8	PTK2
CGB8	SRC
CGB8	TRRAP
CGN	CSNK1A1
CGN	DCLK1
CGN	KSR1
CGNL1	WNK1
CGN	LATS1
CGN	LATS2
CGN	MAP3K21
CGN	MAST3
CGN	MELK
CGN	NADK
CGN	PANK2
CGN	SRC
CGN	TESK2
CGN	WEE1
CGRRF1	PDGFRB
CHAF1A	FYN
CHAF1A	PIK3R1
CHAF1A	TRIB3
CHAF1A	WNK1
CHAF1B	PRKDC
CHAT	PRKCA
CHAT	PRKCB
CHAT	PRKCD
CHAT	PRKCE
CHAT	PRKCG
CHAT	PRKCZ
CHCHD2	COQ8A
CHCHD2	COQ8B
CHCHD2	PAK5
CHCHD2	PRKCZ
CHCHD3	EGFR
CHCHD3	LRRK2
CHCHD3	NTRK1
CHCHD4	NEK4
CHD1L	LRRK2
CHD1L	NTRK1
CHD1L	PLK1
CHD1	LRRK2
CHD1L	SRPK2
CHD1L	TAF1
CHD1	NTRK1
CHD2	SRPK2
CHD2	TAF1
CHD3	GSK3B
CHD3	PLK4
CHD3	RIOK1
CHD4	CSNK2A1
CHD4	LRRK2
CHD4	NTRK1
CHD4	TTN
CHD5	EGFR
CHD6	EGFR
CHD9	PRKCD
CHD9	TRIB3
CHERP	FGFR2
CHERP	JMJD6
CHERP	LRRK2
CHERP	NTRK1
CHERP	SRPK1
CHERP	SRPK2
CHERP	TAF1
CHFR	PBK
CHFR	PLK1
CHGA	NEK2
CHGA	NTRK1
CHGB	FAM20C
CHGB	FGFR3
CHGB	LRRK1
CHGB	LRRK2
CHGB	MARK3
CHGB	PKN2
CHGB	PRAG1
CHGB	TK1
CHIA	EGFR
CHMP1B	TAF1
CHMP3	EGFR
CHMP4A	GAK
CHMP4B	PRKAR1A
CHMP4B	SRC
CHM	PRKD2
CHM	PRKD3
CHM	TAF1
CHN1	ERBB2
CHN1	TGFBR1
CHN2	ERBB3
CHN2	TGFBR1
CHORDC1	DDR2
CHORDC1	NAGK
CHORDC1	PAK1
CHORDC1	SCYL2
CHORDC1	SRC
CHP1	RIPK4
CHP1	STK17B
CHRDL2	FAM20C
CHRFAM7A	MAPK10
CHRFAM7A	MAPK11
CHRFAM7A	MAPK12
CHRFAM7A	MAPK13
CHRFAM7A	MAPK14
CHRFAM7A	MAPK15
CHRFAM7A	MAPK1
CHRFAM7A	MAPK3
CHRFAM7A	MAPK4
CHRFAM7A	MAPK6
CHRFAM7A	MAPK7
CHRFAM7A	MAPK8
CHRFAM7A	MAPK9
CHRM1	CDK5R1
CHRM1	PKN1
CHRM1	PKN2
CHRM1	PKN3
CHRM1	PRKCA
CHRM1	PRKCB
CHRM1	PRKCD
CHRM1	PRKCE
CHRM1	PRKCG
CHRM1	PRKCH
CHRM1	PRKCI
CHRM1	PRKCQ
CHRM1	PRKCZ
CHRM1	PTK2
CHRM2	GRK5
CHRM2	PKN1
CHRM2	PKN2
CHRM2	PKN3
CHRM2	PRKCA
CHRM2	PRKCB
CHRM2	PRKCD
CHRM2	PRKCE
CHRM2	PRKCG
CHRM2	PRKCH
CHRM2	PRKCI
CHRM2	PRKCQ
CHRM2	PRKCZ
CHRM3	GRK6
CHRM3	NEK4
CHRM3	PKN1
CHRM3	PKN2
CHRM3	PKN3
CHRM3	PRKCA
CHRM3	PRKCB
CHRM3	PRKCD
CHRM3	PRKCE
CHRM3	PRKCG
CHRM3	PRKCH
CHRM3	PRKCI
CHRM3	PRKCQ
CHRM3	PRKCZ
CHRM4	PKN1
CHRM4	PKN2
CHRM4	PKN3
CHRM4	PRKCA
CHRM4	PRKCB
CHRM4	PRKCD
CHRM4	PRKCE
CHRM4	PRKCG
CHRM4	PRKCH
CHRM4	PRKCI
CHRM4	PRKCQ
CHRM4	PRKCZ
CHRM5	PKN1
CHRM5	PKN2
CHRM5	PKN3
CHRM5	PRKCA
CHRM5	PRKCB
CHRM5	PRKCD
CHRM5	PRKCE
CHRM5	PRKCG
CHRM5	PRKCH
CHRM5	PRKCI
CHRM5	PRKCQ
CHRM5	PRKCZ
CHRNA1	PRKCA
CHRNA1	PRKCB
CHRNA1	PRKCD
CHRNA1	PRKCZ
CHRNA1	TTN
CHRNA2	PRKCA
CHRNA2	PRKCB
CHRNA2	PRKCD
CHRNA2	PRKCZ
CHRNA2	TTN
CHRNA3	CAMK2A
CHRNA3	CAMK2B
CHRNA3	CAMK2D
CHRNA3	CAMK2G
CHRNA3	PRKCA
CHRNA3	PRKCB
CHRNA3	PRKCD
CHRNA3	PRKCZ
CHRNA3	TTN
CHRNA4	CAMK2A
CHRNA4	CAMK2B
CHRNA4	CAMK2D
CHRNA4	CAMK2G
CHRNA4	CSNK2B
CHRNA4	MAPK1
CHRNA4	MAPK3
CHRNA4	PRKCA
CHRNA4	PRKCB
CHRNA4	PRKCD
CHRNA4	PRKCZ
CHRNA4	TTN
CHRNA5	PRKCA
CHRNA5	PRKCB
CHRNA5	PRKCD
CHRNA5	PRKCZ
CHRNA5	SRPK2
CHRNA5	TTN
CHRNA6	PRKCA
CHRNA6	PRKCB
CHRNA6	PRKCD
CHRNA6	PRKCZ
CHRNA6	TTN
CHRNA7	FYN
CHRNA7	GSK3B
CHRNA7	JAK2
CHRNA7	MAPK10
CHRNA7	MAPK11
CHRNA7	MAPK12
CHRNA7	MAPK13
CHRNA7	MAPK14
CHRNA7	MAPK15
CHRNA7	MAPK1
CHRNA7	MAPK3
CHRNA7	MAPK4
CHRNA7	MAPK6
CHRNA7	MAPK7
CHRNA7	MAPK8
CHRNA7	MAPK9
CHRNA7	PIK3R1
CHRNA7	PRKCA
CHRNA7	PRKCB
CHRNA7	PRKCD
CHRNA7	PRKCZ
CHRNA7	PTK2
CHRNA7	RAF1
CHRNA7	TTN
CHRNA9	PRKCA
CHRNA9	PRKCB
CHRNA9	PRKCD
CHRNA9	PRKCZ
CHRNA9	TTN
CHRNB2	CAMK2A
CHRNB2	CAMK2B
CHRNB2	CAMK2D
CHRNB2	CAMK2G
CHRNB2	GSK3B
CHRNB2	MAPK1
CHRNB2	MAPK3
CHRNB2	PRKCA
CHRNB2	PRKCB
CHRNB2	PRKCD
CHRNB2	PRKCZ
CHRNB2	TTN
CHRNB3	PRKCA
CHRNB3	PRKCB
CHRNB3	PRKCD
CHRNB3	PRKCZ
CHRNB3	TTN
CHRNB4	CAMK2A
CHRNB4	CAMK2B
CHRNB4	CAMK2D
CHRNB4	CAMK2G
CHRNB4	PRKCA
CHRNB4	PRKCB
CHRNB4	PRKCD
CHRNB4	PRKCZ
CHRNB4	TTN
CHRND	CAMK2A
CHRND	CAMK2B
CHRND	CAMK2D
CHRND	CAMK2G
CHRND	CHUK
CHRND	WEE1
CHRNE	CAMK2A
CHRNE	CAMK2B
CHRNE	CAMK2D
CHRNE	CAMK2G
CHRNG	CAMK2A
CHRNG	CAMK2B
CHRNG	CAMK2D
CHRNG	CAMK2G
CHST15	LYN
CHTF18	GSK3A
CHTF18	NTRK1
CHTOP	LRRK2
CHTOP	SRPK1
CHTOP	SRPK2
CHTOP	SRPK3
CIAO1	LRRK2
CIAO1	SRC
CIAO1	SRPK1
CIAO2A	PRPS2
CIAO2B	LRRK2
CIAO2B	RAF1
CIAO2B	RIPK4
CIAO2B	WNK1
CIAPIN1	SRC
CIB1	MAP3K5
CIB1	PAK1
CIB1	PLK2
CIB1	PRKDC
CIC	CSNK2B
CIC	NTRK1
CIC	PLK1
CIDEA	PRKAB1
CIITA	GSK3B
CIITA	MAPK1
CIITA	PRKACA
CILP	IGF1R
CIP2A	EGFR
CIP2A	FLT1
CIP2A	LRRK2
CIP2A	NTRK1
CIR1	NEK6
CIRBP	CSNK2A1
CIRBP	EGFR
CIRBP	PLK1
CISD1	PRKAB1
CISD2	IKBKE
CISH	EGFR
CISH	ERBB2
CISH	KIT
CISH	LCK
CISH	PRKCA
CISH	PRKCB
CISH	PRKCQ
CITED2	MAPK1
CITED2	PTK2
CIZ1	MAPK14
CKAP2	EGFR
CKAP2L	RET
CKAP2	LRRK1
CKAP2	LRRK2
CKAP2	RET
CKAP4	EGFR
CKAP4	LRRK2
CKAP4	MAST3
CKAP4	NTRK1
CKAP4	PKN2
CKAP4	PRKCZ
CKAP4	SRC
CKAP4	TAF1
CKAP4	ULK2
CKAP5	AURKA
CKAP5	CLK1
CKAP5	EPHA1
CKAP5	FYN
CKAP5	GRK5
CKAP5	LRRK2
CKAP5	MARK3
CKAP5	NTRK1
CKAP5	PIK3R1
CKAP5	SRC
CKAP5	STK4
CKB	ILK
CKB	MAPK13
CKB	NTRK1
CKB	SRC
CKLF	TAF1
CKMT1A	EGFR
CKMT1A	GALK1
CKMT1A	IKBKE
CKMT1A	LRRK2
CKMT1A	NTRK1
CKMT1A	RIPK4
CKMT1B	EGFR
CKMT1B	GALK1
CKMT1B	IKBKE
CKMT1B	LRRK2
CKMT1B	NTRK1
CKMT1B	RIPK4
CKS1B	PKMYT1
CKS2	PKMYT1
CKS2	TAF1
CLASP1	AURKA
CLASP1	MARK2
CLASP1	MARK3
CLASP1	NTRK1
CLASP1	PHKG2
CLASP1	SRPK2
CLASP2	CSNK2A1
CLASP2	GSK3B
CLASP2	LRRK2
CLASP2	MARK2
CLASP2	MARK3
CLASP2	NTRK1
CLASP2	SRPK2
CLASRP	CLK1
CLASRP	CLK2
CLASRP	CLK3
CLASRP	CLK4
CLASRP	DYRK1A
CLASRP	SRPK2
CLCA2	DGKG
CLCA2	TTN
CLCN3	TAF1
CLCN5	EGFR
CLCN5	NTRK1
CLCN6	ERBB2
CLCN6	MAP2K1
CLCN6	MAP2K2
CLCN6	MAPK1
CLCN6	MAPK3
CLCNKA	SRPK2
CLCNKA	TRIB3
CLDN19	SRPK2
CLDN1	WNK4
CLDN2	WNK4
CLDN3	NME1
CLDN3	PGK1
CLDN3	PKM
CLDN3	PRKACA
CLDN3	PTK2
CLDN3	WNK4
CLDN4	NME1
CLDN4	PGK1
CLDN4	PKM
CLDN4	PTK2
CLDN4	WNK4
CLDN8	PKMYT1
CLDND1	SRC
CLEC1B	PRKCA
CLEC1B	PRKCB
CLEC1B	PRKCD
CLEC1B	PRKCE
CLEC1B	PRKCG
CLEC1B	PRKCH
CLEC1B	PRKCQ
CLEC3B	GSK3B
CLEC3B	RPS6KA6
CLEC3B	RPS6KB1
CLEC3B	TK1
CLEC4C	NEK2
CLEC4E	SYK
CLEC6A	SYK
CLGN	NTRK1
CLHC1	PIK3R1
CLIC1	GRK5
CLIC1	IKBKE
CLIC1	LRRK2
CLIC1	NTRK1
CLIC1	STK38L
CLIC2	PRKCA
CLIC2	PRKCB
CLIC2	PRKCD
CLIC2	PRKCZ
CLIC2	TTN
CLIC3	MAPK15
CLIC4	CSK
CLIC4	LRRK2
CLIC4	NTRK1
CLIC5	CSK
CLIC5	SRPK1
CLIC5	SRPK2
CLINT1	GAK
CLINT1	NTRK1
CLINT1	SRC
CLIP1	CSNK2B
CLIP1	MTOR
CLIP1	PLK1
CLIP3	RIPK1
CLN3	TAF1
CLN6	ILK
CLN6	LRRK2
CLN6	MTOR
CLN6	RIPK4
CLNK	EGFR
CLNK	ERBB2
CLNS1A	CSNK2A1
CLNS1A	LRRK2
CLNS1A	NEK4
CLNS1A	NTRK1
CLNS1A	RIOK1
CLNS1A	RPS6KB2
CLNS1A	SRC
CLNS1A	TAF1
CLNS1A	ULK2
CLOCK	CSNK1E
CLOCK	CSNK2B
CLPB	COQ8A
CLPB	COQ8B
CLPB	LRRK2
CLPB	NTRK1
CLPB	PAK5
CLPB	RIPK4
CLPP	EGFR
CLPP	LRRK2
CLPP	PDK1
CLPTM1	FGFR1
CLPTM1L	NTRK1
CLPTM1L	PIK3C3
CLPTM1	NTRK1
CLPX	EGFR
CLPX	FASTKD3
CLPX	LRRK2
CLPX	MAPK6
CLPX	NTRK1
CLPX	PDK1
CLSPN	CHEK1
CLSPN	PLK1
CLTA	EGFR
CLTA	GAK
CLTA	NTRK1
CLTA	PIK3C2A
CLTA	ROR1
CLTA	ROR2
CLTA	SRC
CLTA	STK38L
CLTA	TNK2
CLTB	CSNK2A1
CLTB	CSNK2A2
CLTB	EGFR
CLTB	GAK
CLTB	PI4K2A
CLTB	ROR1
CLTB	ROR2
CLTB	SRC
CLTC	DYRK1A
CLTC	EGFR
CLTC	EPHA2
CLTC	ERBB2
CLTC	FASTKD2
CLTC	FYN
CLTC	GAK
CLTC	IKBKB
CLTC	IKBKE
CLTC	KIT
CLTCL1	EGFR
CLTCL1	GAK
CLTCL1	PRKAG3
CLTC	LRRK2
CLTC	MAP2K1
CLTC	MAP3K10
CLTC	MAP3K3
CLTC	MAP3K7
CLTC	MAP3K8
CLTC	MAPK13
CLTC	NEK4
CLTC	NTRK1
CLTC	PDGFRB
CLTC	PIK3CA
CLTC	PRKAB1
CLTC	PRKAB2
CLTC	PRKACA
CLTC	PRKCZ
CLTC	PTK2B
CLTC	RET
CLTC	RIOK1
CLTC	RIPK3
CLTC	ROR1
CLTC	ROR2
CLTC	SCYL2
CLTC	SRC
CLTC	STK4
CLTC	TNK2
CLTC	WNK1
CLU	EGFR
CLU	ERBB2
CLUH	LRRK2
CLUH	MOS
CLUH	NTRK1
CLUHP3	PRKAB2
CLUH	RIPK4
CLU	IGF1R
CLU	LRRK2
CLU	NME1
CLU	PDGFRA
CLU	PGK1
CLU	PINK1
CLU	PKM
CLU	PLK1
CLU	PRKAR1B
CLU	PRKCD
CLU	PTK2
CLU	SRC
CLU	SRPK2
CLU	TAF1
CLU	TGFBR1
CLU	TGFBR2
CLU	TNIK
CLVS1	LRRK1
CMAS	EPHA1
CMAS	LRRK2
CMAS	SRC
CMIP	PIK3R1
CMSS1	EGFR
CMTM1	NEK4
CMTM3	MAPK1
CMTM4	COQ8A
CMTM4	DAPK1
CMTM4	TBRG4
CMTM5	COQ8A
CMTM5	TBRG4
CMTM6	COQ8A
CMTM8	EGFR
CMTR1	LRRK2
CMTR1	NTRK1
CMTR1	PRKAR1A
CMTR1	RIOK1
CNBP	EGFR
CNBP	HK2
CNBP	LRRK2
CNBP	MAPK14
CNBP	MARK3
CNBP	STK38L
CNBP	WEE1
CNDP2	TAF1
CNGA1	CAMK2A
CNGA1	CAMK2B
CNGA1	CAMK2D
CNGA1	CAMK2G
CNGA1	CSNK1A1
CNGA1	MAPK1
CNGA1	MAPK3
CNGA1	PRKCA
CNGA1	PRKCB
CNGA1	PRKCD
CNGA1	PRKCG
CNGA1	PRKCZ
CNGA1	PTK2B
CNGA1	PTK2
CNGA1	TTN
CNGA3	CAMK2A
CNGA3	CSNK1A1
CNGA3	MAPK1
CNGA3	MAPK3
CNGA3	PRKCA
CNGA3	PRKCB
CNGA3	PRKCD
CNGA3	PRKCG
CNGA3	PTK2B
CNGA3	PTK2
CNGB1	CAMK2A
CNGB1	CAMK2B
CNGB1	CAMK2D
CNGB1	CAMK2G
CNGB1	CSNK1A1
CNGB1	MAPK1
CNGB1	MAPK3
CNGB1	PRKCA
CNGB1	PRKCB
CNGB1	PRKCD
CNGB1	PRKCG
CNGB1	PRKCZ
CNGB1	PTK2B
CNGB1	PTK2
CNGB1	TAF1
CNGB1	TTN
CNGB3	CAMK2A
CNGB3	CSNK1A1
CNGB3	MAPK1
CNGB3	MAPK3
CNGB3	NEK4
CNGB3	PRKCA
CNGB3	PRKCB
CNGB3	PRKCD
CNGB3	PRKCG
CNGB3	PTK2B
CNGB3	PTK2
CNIH1	TAF1
CNIH4	ILK
CNIH4	PRKAB1
CNKSR1	MAP2K1
CNKSR1	MAP2K2
CNKSR1	MAP2K7
CNKSR1	MAP3K10
CNKSR1	MAPK1
CNKSR1	MAPK3
CNKSR2	MAP2K1
CNKSR2	MAP2K2
CNKSR2	MAPK1
CNKSR2	MAPK3
CNKSR2	RAF1
CNKSR2	TNIK
CNN1	FYN
CNN1	PRKCE
CNN1	PRKG1
CNN2	NAGK
CNN2	SRC
CNN3	FYN
CNN3	LRRK2
CNN3	NTRK1
CNN3	SRC
CNNM2	RYK
CNNM3	ILK
CNNM3	RYK
CNOT10	LYN
CNOT10	PRKAA1
CNOT10	PRKAA2
CNOT10	PRKAB1
CNOT10	PRKAB2
CNOT10	PRKAG1
CNOT10	PRKAG2
CNOT10	PRKAG3
CNOT10	RET
CNOT11	NLK
CNOT11	PRKAA1
CNOT11	PRKAA2
CNOT11	PRKAB1
CNOT11	PRKAB2
CNOT11	PRKAG1
CNOT11	PRKAG2
CNOT11	PRKAG3
CNOT1	DGKG
CNOT1	LRRK2
CNOT1	NTRK1
CNOT1	PRKAA1
CNOT1	PRKAA2
CNOT1	PRKAB1
CNOT1	PRKAB2
CNOT1	PRKAG1
CNOT1	PRKAG2
CNOT1	PRKAG3
CNOT1	STK40
CNOT1	TTN
CNOT2	NLK
CNOT2	PRKAA1
CNOT2	PRKAA2
CNOT2	PRKAB1
CNOT2	PRKAB2
CNOT2	PRKAG1
CNOT2	PRKAG2
CNOT2	PRKAG3
CNOT2	STK38L
CNOT3	NLK
CNOT3	NTRK1
CNOT3	PIK3CA
CNOT3	PRKAA1
CNOT3	PRKAA2
CNOT3	PRKAB1
CNOT3	PRKAB2
CNOT3	PRKAG1
CNOT3	PRKAG2
CNOT3	PRKAG3
CNOT3	STK38L
CNOT4	PRKAA1
CNOT4	PRKAA2
CNOT4	PRKAB1
CNOT4	PRKAB2
CNOT4	PRKAG1
CNOT4	PRKAG2
CNOT4	PRKAG3
CNOT4	TAF1
CNOT6L	PRKAA1
CNOT6L	PRKAA2
CNOT6L	PRKAB1
CNOT6L	PRKAB2
CNOT6L	PRKAG1
CNOT6L	PRKAG2
CNOT6L	PRKAG3
CNOT6	PRKAA1
CNOT6	PRKAA2
CNOT6	PRKAB1
CNOT6	PRKAB2
CNOT6	PRKAG1
CNOT6	PRKAG2
CNOT6	PRKAG3
CNOT7	PRKAA1
CNOT7	PRKAA2
CNOT7	PRKAB1
CNOT7	PRKAB2
CNOT7	PRKAG1
CNOT7	PRKAG2
CNOT7	PRKAG3
CNOT8	PRKAA1
CNOT8	PRKAA2
CNOT8	PRKAB1
CNOT8	PRKAB2
CNOT8	PRKAG1
CNOT8	PRKAG2
CNOT8	PRKAG3
CNOT8	TAF1
CNOT9	EGFR
CNOT9	MAP3K3
CNOT9	NTRK1
CNOT9	PRKAA1
CNOT9	PRKAA2
CNOT9	PRKAB1
CNOT9	PRKAB2
CNOT9	PRKAG1
CNOT9	PRKAG2
CNOT9	PRKAG3
CNOT9	TAF1
CNP	EGFR
CNP	LRRK2
CNP	NTRK1
CNP	PRKCD
CNP	RIPK4
CNP	SRC
CNPY2	IKBKE
CNPY2	TAF1
CNPY2	TNIK
CNPY3	EGFR
CNR1	GRK2
CNR1	MET
CNR1	PTK2
CNR1	TAF1
CNR2	GRK2
CNR2	PTK2
CNTF	EGFR
CNTF	JAK1
CNTF	JAK2
CNTF	MAPK1
CNTF	MAPK3
CNTF	PRKCD
CNTFR	FYN
CNTN1	FYN
CNTN1	MAPK6
CNTN2	EGFR
CNTN2	MAP3K7
CNTN4	SRC
CNTNAP1	FYN
CNTNAP1	SRC
CNTRL	AKT1
CNTRL	AKT2
CNTRL	AKT3
CNTRL	AURKA
CNTRL	BTK
