protein1	protein2
FYN	TEC
FYN	TGFB1I1
FYN	TGOLN2
FYN	TIAM1
FYN	TIGIT
FYN	TNFRSF10B
FYN	TNF
FYN	TNK2
FYN	TOM1L1
FYN	TRAT1
FYN	TRPC3
FYN	TRPC6
FYN	TRPV6
FYN	TUBA1B
FYN	TUBA3C
FYN	TUBA4A
FYN	TULP1
FYN	TYK2
FYN	TYROBP
FYN	UNC119
FYN	VAV1
FYN	VAV2
FYN	VAV3
FYN	VEGFC
FYN	VLDLR
FYN	VPS13A
FYN	WASF1
FYN	WASF2
FYN	WASF3
FYN	WAS
FYN	WBP11
FYN	WIPF1
FYN	YTHDC1
GAK	GOLGB1
GAK	GTSE1
GAK	HIP1R
GAK	HIP1
GAK	HSPA8
GAK	ICOS
GAK	INF2
GAK	KIDINS220
GAK	KIF3A
GAK	LIMA1
GAK	MISP
GAK	MYO1C
GAK	MYO6
GAK	NUMB
GAK	OCRL
GAK	PARP10
GAK	PHGDH
GAK	PICALM
GAK	PLEKHA7
GAK	PLXNA3
GAK	PPM1B
GAK	PSMA5
GAK	PUS7L
GAK	RBM14
GAK	SEC13
GAK	SEC16A
GAK	SEC23A
GAK	SEC23B
GAK	SEC24C
GAK	SETD1A
GAK	SH3GL1
GAK	SNRNP70
GAK	SNX9
GAK	SP1
GAK	SPTAN1
GAK	SRC
GAK	SRRM2
GAK	SRRT
GAK	STAMBPL1
GAK	STON2
GAK	SYNPO
GAK	TAF1
GAK	TNK1
GAK	TNK2
GAK	USO1
GAK	WNK1
GAK	XPR1
GAK	ZNF106
GALK1	GALM
GALK1	SPATA13
GALK1	SPHK1
GALK2	GNB2
GALK2	GNB4
GALK2	LTA4H
GALK2	MEMO1
GALK2	MVD
GALK2	PABPC3
GALK2	PLS1
GALK2	POTEF
GALK2	VIRMA
GCK	GCKR
GCK	GMIP
GCK	GYG1
GCK	GYS1
GCK	INS
GCK	PFKFB2
GCK	PFKFB3
GCK	PPP4R3B
GCK	PYGM
GCK	SPDYE4
GCK	UGP2
GK2	HSPA8
GK3P	HNRNPU
GK	GK3P
GK	GPD1
GK	HBB
GK	IPO13
GK	NR4A1
GK	OPLAH
GK	RXRA
GK	SCGB1D2
GK	UBP1
GK	VSIG8
GLYCTK	GLYR1
GLYCTK	GMPPB
GLYCTK	KRT13
GLYCTK	KRT19
GLYCTK	KRT75
GLYCTK	KRTAP19-5
GLYCTK	KRTAP6-2
GLYCTK	MAGED1
GLYCTK	METTL15
GLYCTK	NOTO
GLYCTK	SERTAD1
GLYCTK	STK33
GLYCTK	TRIM42
GLYCTK	TRIP13
GLYCTK	UBP1
GLYCTK	UFSP1
GLYCTK	ZFP90
GLYCTK	ZG16
GLYCTK	ZIM2
GLYCTK	ZNF688
GRK1	ADORA1
GRK1	ADORA2A
GRK1	ADORA2B
GRK1	ADRA1A
GRK1	ADRA1B
GRK1	ADRA1D
GRK1	ADRA2B
GRK1	ADRA2C
GRK1	ADRB1
GRK1	ADRB3
GRK1	DRD1
GRK1	DRD2
GRK1	DRD4
GRK1	DRD5
GRK1	FFAR4
GRK1	GNRHR
GRK1	GPR50
GRK1	GRM1
GRK1	GRM6
GRK1	H2AFV
GRK1	HRH2
GRK1	HRH3
GRK1	HRH4
GRK1	HTR1A
GRK1	HTR1B
GRK1	HTR1D
GRK1	HTR1E
GRK1	HTR1F
GRK1	HTR2A
GRK1	HTR2B
GRK1	HTR2C
GRK1	HTR4
GRK1	HTR5A
GRK1	HTR6
GRK1	HTR7
GRK1	MTNR1A
GRK1	MTNR1B
GRK1	OPN1MW
GRK1	OPRD1
GRK1	OPRK1
GRK1	OPRL1
GRK1	OPRM1
GRK1	PDE6D
GRK1	RCVRN
GRK1	RHO
GRK1	SNCA
GRK1	SNCB
GRK1	SNCG
GRK1	SSTR1
GRK1	SSTR2
GRK1	SSTR3
GRK1	SSTR4
GRK1	SSTR5
GRK2	ADIPOR1
GRK2	ADORA1
GRK2	ADORA2A
GRK2	ADORA2B
GRK2	ADRA1A
GRK2	ADRA1B
GRK2	ADRA1D
GRK2	ADRA2B
GRK2	ADRA2C
GRK2	ADRB1
GRK2	ADRB2
GRK2	ADRB3
GRK2	AGTR1
GRK2	AGT
GRK2	AKT1
GRK2	AKT2
GRK2	AVP
GRK2	BDKRB1
GRK2	BDKRB2
GRK2	CHRM1
GRK2	CHRM2
GRK2	CHRM3
GRK2	CHRM5
GRK2	CXCL12
GRK2	CXCL8
GRK2	CXCR1
GRK2	CXCR4
GRK2	DRD1
GRK2	DRD2
GRK2	DRD4
GRK2	DRD5
GRK2	EZR
GRK2	FSHR
GRK2	GNB1
GRK2	GNG2
GRK2	GNRHR
GRK2	GPR45
GRK2	GPR50
GRK2	GRK3
GRK2	GRM1
GRK2	GRM2
GRK2	GRM4
GRK2	GRM5
GRK2	GRM7
GRK2	GRM8
GRK2	HDAC5
GRK2	HDAC6
GRK2	HRH1
GRK2	HRH2
GRK2	HRH3
GRK2	HRH4
GRK2	HSP90AA1
GRK2	HSP90AB1
GRK2	HTR1A
GRK2	HTR1B
GRK2	HTR1D
GRK2	HTR1E
GRK2	HTR1F
GRK2	HTR2A
GRK2	HTR2B
GRK2	HTR2C
GRK2	HTR4
GRK2	HTR5A
GRK2	HTR6
GRK2	HTR7
GRK2	KCNIP3
GRK2	MC4R
GRK2	MDM2
GRK2	MSN
GRK2	MTNR1A
GRK2	MTNR1B
GRK2	NARS2
GRK2	NCS1
GRK2	NFKBIA
GRK2	OPRD1
GRK2	OPRK1
GRK2	OPRL1
GRK2	OPRM1
GRK2	PAPOLA
GRK2	PDCL
GRK2	PDC
GRK2	PDE6G
GRK2	PEBP1
GRK2	PIK3CG
GRK2	PLPBP
GRK2	PPP1R16B
GRK2	PPWD1
GRK2	PRKCA
GRK2	PRKCD
GRK2	PRPF4
GRK2	PTCH1
GRK2	PTPRF
GRK2	RAPGEF3
GRK2	RCVRN
GRK2	RHO
GRK2	RPLP2
GRK2	RXRB
GRK2	SMAD2
GRK2	SMO
GRK2	SNCA
GRK2	SRC
GRK2	SSTR1
GRK2	SSTR2
GRK2	SSTR3
GRK2	SSTR4
GRK2	SSTR5
GRK2	STAT3
GRK2	TBC1D14
GRK2	TBXA2R
GRK2	TPM2
GRK2	TUBB
GRK2	VDR
GRK3	ADORA1
GRK3	ADORA2A
GRK3	ADORA2B
GRK3	ADRA1A
GRK3	ADRA1B
GRK3	ADRA1D
GRK3	ADRA2B
GRK3	ADRA2C
GRK3	ADRB1
GRK3	ADRB2
GRK3	ADRB3
GRK3	AGTR1
GRK3	AKT1
GRK3	AKT2
GRK3	AVP
GRK3	BDKRB1
GRK3	BDKRB2
GRK3	CCR5
GRK3	CHRM1
GRK3	CHRM2
GRK3	CHRM3
GRK3	CHRM4
GRK3	CHRM5
GRK3	DRD1
GRK3	DRD2
GRK3	DRD4
GRK3	DRD5
GRK3	F2R
GRK3	GNRHR
GRK3	GPR45
GRK3	GPR50
GRK3	GRM3
GRK3	GRM4
GRK3	GRM7
GRK3	HNRNPL
GRK3	HRH2
GRK3	HRH3
GRK3	HRH4
GRK3	HTR1A
GRK3	HTR1B
GRK3	HTR1D
GRK3	HTR1E
GRK3	HTR1F
GRK3	HTR2A
GRK3	HTR2B
GRK3	HTR2C
GRK3	HTR4
GRK3	HTR5A
GRK3	HTR6
GRK3	HTR7
GRK3	MTNR1A
GRK3	MTNR1B
GRK3	NTRK1
GRK3	OPRD1
GRK3	OPRK1
GRK3	OPRL1
GRK3	OPRM1
GRK3	PTCH1
GRK3	SMURF1
GRK3	SSTR1
GRK3	SSTR2
GRK3	SSTR3
GRK3	SSTR4
GRK3	SSTR5
GRK3	TBXA2R
GRK4	ADORA1
GRK4	ADORA2A
GRK4	ADORA2B
GRK4	ADRA1A
GRK4	ADRA1B
GRK4	ADRA1D
GRK4	ADRA2B
GRK4	ADRA2C
GRK4	ADRB1
GRK4	ADRB3
GRK4	AKT1
GRK4	BDKRB1
GRK4	BDKRB2
GRK4	DRD1
GRK4	DRD2
GRK4	DRD4
GRK4	DRD5
GRK4	FSHR
GRK4	GNRHR
GRK4	GPR45
GRK4	GPR50
GRK4	GRM1
GRK4	GRM5
GRK4	HRH2
GRK4	HRH3
GRK4	HRH4
GRK4	HTR1A
GRK4	HTR1B
GRK4	HTR1D
GRK4	HTR1E
GRK4	HTR1F
GRK4	HTR2A
GRK4	HTR2B
GRK4	HTR2C
GRK4	HTR4
GRK4	HTR5A
GRK4	HTR6
GRK4	HTR7
GRK4	MTNR1A
GRK4	MTNR1B
GRK4	OPRD1
GRK4	OPRK1
GRK4	OPRL1
GRK4	OPRM1
GRK4	RHO
GRK4	SSTR1
GRK4	SSTR2
GRK4	SSTR3
GRK4	SSTR4
GRK4	SSTR5
GRK5	ADORA1
GRK5	ADORA2A
GRK5	ADORA2B
GRK5	ADRA1A
GRK5	ADRA1B
GRK5	ADRA1D
GRK5	ADRA2B
GRK5	ADRA2C
GRK5	ADRB1
GRK5	ADRB3
GRK5	AGT
GRK5	AKT1
GRK5	BDKRB1
GRK5	BDKRB2
GRK5	CHRM2
GRK5	DRD1
GRK5	DRD2
GRK5	DRD4
GRK5	DRD5
GRK5	FZD5
GRK5	GNAQ
GRK5	GNB1
GRK5	GNB2
GRK5	GNB3
GRK5	GNB4
GRK5	GNB5
GRK5	GNG10
GRK5	GNG11
GRK5	GNG3
GRK5	GNG4
GRK5	GNG7
GRK5	GNG8
GRK5	GNGT2
GRK5	GNRHR
GRK5	GPR45
GRK5	GPR50
GRK5	GRWD1
GRK5	GYS1
GRK5	HADHB
GRK5	HDAC6
GRK5	HNRNPU
GRK5	HRH2
GRK5	HRH3
GRK5	HRH4
GRK5	HSP90AA1
GRK5	HSP90AB1
GRK5	HSPA4
GRK5	HTR1A
GRK5	HTR1B
GRK5	HTR1D
GRK5	HTR1E
GRK5	HTR1F
GRK5	HTR2A
GRK5	HTR2B
GRK5	HTR2C
GRK5	HTR4
GRK5	HTR5A
GRK5	HTR6
GRK5	HTR7
GRK5	ILF3
GRK5	JUP
GRK5	KANK1
GRK5	KANK2
GRK5	KCMF1
GRK5	KCTD5
GRK5	KPNB1
GRK5	LARP1
GRK5	LRP6
GRK5	LRPPRC
GRK5	LYAR
GRK5	LYZ
GRK5	MADD
GRK5	MAEA
GRK5	MAP4
GRK5	MAT2A
GRK5	MMS19
GRK5	MRPS27
GRK5	MRTO4
GRK5	MTNR1A
GRK5	MTNR1B
GRK5	MTREX
GRK5	MYBBP1A
GRK5	MYCN
GRK5	MYH10
GRK5	MYH9
GRK5	MYO1C
GRK5	MYO9B
GRK5	NAF1
GRK5	NAT10
GRK5	NCBP1
GRK5	NCL
GRK5	NFIB
GRK5	NFKBIA
GRK5	NOLC1
GRK5	NR2F1
GRK5	OLA1
GRK5	OPRD1
GRK5	OPRK1
GRK5	OPRL1
GRK5	OPRM1
GRK5	OTUD4
GRK5	PIP4K2A
GRK5	PIP
GRK5	PNN
GRK5	PNPLA6
GRK5	PPFIBP1
GRK5	PPIG
GRK5	PPP2R2A
GRK5	PPP6R3
GRK5	PSMC1
GRK5	PSMC2
GRK5	PSMC6
GRK5	PSMD11
GRK5	PSMD2
GRK5	RAB11FIP5
GRK5	RANBP9
GRK5	RBMS1
GRK5	RBX1
GRK5	RHO
GRK5	RPL3
GRK5	RPL4
GRK5	RUVBL1
GRK5	SAP18
GRK5	SIN3A
GRK5	SKP1
GRK5	SMARCA1
GRK5	SNCA
GRK5	SNCB
GRK5	SNCG
GRK5	SPATA31A7
GRK5	SPIN1
GRK5	SPIN3
GRK5	SPTAN1
GRK5	SPTBN1
GRK5	SRRM1
GRK5	SRRM2
GRK5	SRSF1
GRK5	SSTR1
GRK5	SSTR2
GRK5	SSTR3
GRK5	SSTR4
GRK5	SSTR5
GRK5	TAB1
GRK5	TACR1
GRK5	TBL2
GRK5	TBXA2R
GRK5	TCOF1
GRK5	TNFAIP8L1
GRK5	TOR4A
GRK5	TP53
GRK5	TUFM
GRK5	U2SURP
GRK5	UBE2O
GRK5	UBTF
GRK5	USP15
GRK5	USP47
GRK5	USP9X
GRK5	WDR12
GRK5	WDR82
GRK5	WNT3A
GRK5	XRCC5
GRK5	YWHAB
GRK5	YWHAG
GRK5	YWHAQ
GRK5	YWHAZ
GRK6	ADORA1
GRK6	ADORA2A
GRK6	ADORA2B
GRK6	ADRA1A
GRK6	ADRA1B
GRK6	ADRA1D
GRK6	ADRA2B
GRK6	ADRA2C
GRK6	ADRB1
GRK6	ADRB2
GRK6	ADRB3
GRK6	AGTR1
GRK6	BDKRB1
GRK6	BDKRB2
GRK6	CCR10
GRK6	CCR1
GRK6	CCR3
GRK6	CCR4
GRK6	CCR5
GRK6	CCR6
GRK6	CCR7
GRK6	CCR8
GRK6	CCR9
GRK6	CCRL2
GRK6	CHRM3
GRK6	CX3CR1
GRK6	CXCL12
GRK6	CXCL8
GRK6	CXCR1
GRK6	CXCR2
GRK6	CXCR3
GRK6	CXCR4
GRK6	CXCR5
GRK6	CXCR6
GRK6	DRD1
GRK6	DRD2
GRK6	DRD4
GRK6	DRD5
GRK6	FPR1
GRK6	FPR3
GRK6	FSHR
GRK6	GNAQ
GRK6	GNB1
GRK6	GNB2
GRK6	GNB3
GRK6	GNB4
GRK6	GNB5
GRK6	GNG10
GRK6	GNG11
GRK6	GNG3
GRK6	GNG4
GRK6	GNG7
GRK6	GNG8
GRK6	GNGT2
GRK6	GNRHR
GRK6	GPR45
GRK6	GPR50
GRK6	HRH2
GRK6	HRH3
GRK6	HRH4
GRK6	HSP90AA1
GRK6	HSP90AB1
GRK6	HTR1A
GRK6	HTR1B
GRK6	HTR1D
GRK6	HTR1E
GRK6	HTR1F
GRK6	HTR2A
GRK6	HTR2B
GRK6	HTR2C
GRK6	HTR4
GRK6	HTR5A
GRK6	HTR6
GRK6	HTR7
GRK6	ITGA5
GRK6	KCNIP3
GRK6	LTB4R2
GRK6	LTB4R
GRK6	MLF2
GRK6	MMS19
GRK6	MTNR1A
GRK6	MTNR1B
GRK6	NOLC1
GRK6	OPRD1
GRK6	OPRK1
GRK6	OPRL1
GRK6	OPRM1
GRK6	RHO
GRK6	SNCA
GRK6	SNCB
GRK6	SNCG
GRK6	SSTR1
GRK6	SSTR2
GRK6	SSTR3
GRK6	SSTR4
GRK6	SSTR5
GRK6	TBXA2R
GRK6	XCR1
GRK7	ADORA1
GRK7	ADORA2A
GRK7	ADORA2B
GRK7	ADRA1A
GRK7	ADRA1B
GRK7	ADRA1D
GRK7	ADRA2B
GRK7	ADRA2C
GRK7	ADRB1
GRK7	ADRB2
GRK7	ADRB3
GRK7	AKT1
GRK7	BDKRB1
GRK7	DRD1
GRK7	DRD2
GRK7	DRD4
GRK7	DRD5
GRK7	GNRHR
GRK7	GPR45
GRK7	GPR50
GRK7	HRH2
GRK7	HRH3
GRK7	HRH4
GRK7	HSP90AA1
GRK7	HSP90AB1
GRK7	HTR1A
GRK7	HTR1B
GRK7	HTR1D
GRK7	HTR1E
GRK7	HTR1F
GRK7	HTR2A
GRK7	HTR2B
GRK7	HTR2C
GRK7	HTR4
GRK7	HTR5A
GRK7	HTR6
GRK7	HTR7
GRK7	MTNR1A
GRK7	MTNR1B
GRK7	OPN1MW
GRK7	OPRD1
GRK7	OPRK1
GRK7	OPRL1
GRK7	OPRM1
GRK7	PDE6D
GRK7	RHO
GRK7	SSTR1
GRK7	SSTR2
GRK7	SSTR3
GRK7	SSTR4
GRK7	SSTR5
GSK3A	AKT2
GSK3A	AKT3
GSK3A	APC
GSK3A	AXIN1
GSK3A	BCL2L1
GSK3A	BCL3
GSK3A	CCNE1
GSK3A	CTNNB1
GSK3A	DPYSL2
GSK3A	GSK3B
GSK3A	GSKIP
GSK3A	GYS1
GSK3A	GYS2
GSK3A	HDAC1
GSK3A	HNRNPK
GSK3A	HNRNPR
GSK3A	HNRNPU
GSK3A	HSF1
GSK3A	HSP90AA1
GSK3A	HSP90AB1
GSK3A	KANK1
GSK3A	KHDRBS1
GSK3A	KIF21A
GSK3A	KPNA2
GSK3A	KRBA1
GSK3A	LRP6
GSK3A	LRRK2
GSK3A	LRSAM1
GSK3A	MAP3K11
GSK3A	MAPT
GSK3A	MARK2
GSK3A	MARK3
GSK3A	MCL1
GSK3A	MDN1
GSK3A	MITF
GSK3A	MYC
GSK3A	NBR1
GSK3A	NIFK
GSK3A	NONO
GSK3A	PABPC1
GSK3A	PABPC4
GSK3A	PARP1
GSK3A	PKM
GSK3A	PLRG1
GSK3A	PNN
GSK3A	POLR3B
GSK3A	PPP1R2
GSK3A	PPP2CA
GSK3A	PPP3CB
GSK3A	PRKACA
GSK3A	PRKCZ
GSK3A	PRKD3
GSK3A	PRPF40A
GSK3A	PSMD1
GSK3A	PTBP1
GSK3A	PUF60
GSK3A	PXN
GSK3A	RBM25
GSK3A	RBM8A
GSK3A	RFX7
GSK3A	RICTOR
GSK3A	ROR2
GSK3A	RPL10
GSK3A	RPL11
GSK3A	RPL18
GSK3A	RPL19
GSK3A	RPL21
GSK3A	RPL32
GSK3A	RPL36AL
GSK3A	RPL4
GSK3A	RPL5
GSK3A	RPL7A
GSK3A	RPS15A
GSK3A	RPS20
GSK3A	RPS26
GSK3A	RPS27
GSK3A	RPS3A
GSK3A	RPS8
GSK3A	RPS9
GSK3A	RRP1B
GSK3A	SART1
GSK3A	SF3A1
GSK3A	SF3B3
GSK3A	SFN
GSK3A	SGK1
GSK3A	SGK3
GSK3A	SLC25A11
GSK3A	SMAD2
GSK3A	SNAI1
GSK3A	SNW1
GSK3A	SPG21
GSK3A	SPICE1
GSK3A	SRPK1
GSK3A	SRPK2
GSK3A	SRRM1
GSK3A	SRRM2
GSK3A	SRSF1
GSK3A	SRSF3
GSK3A	STAT1
GSK3A	STAT2
GSK3A	STAT3
GSK3A	STAT4
GSK3A	STAT5A
GSK3A	STAT5B
GSK3A	STAT6
GSK3A	TALDO1
GSK3A	TBC1D4
GSK3A	TBL2
GSK3A	THRAP3
GSK3A	TNRC18
GSK3A	TOPORS
GSK3A	TRIM28
GSK3A	TSR1
GSK3A	TUFM
GSK3A	U2AF1
GSK3A	U2AF2
GSK3A	U2SURP
GSK3A	VTA1
GSK3A	WDR33
GSK3A	YBX1
GSK3A	YWHAB
GSK3A	YWHAG
GSK3A	YWHAQ
GSK3A	ZC3H14
GSK3A	ZC3H6
GSK3B	ABCC1
GSK3B	ACHE
GSK3B	AKAP11
GSK3B	AKR1B1
GSK3B	AKT2
GSK3B	ALB
GSK3B	APBB1
GSK3B	APC
GSK3B	AR
GSK3B	ATF4
GSK3B	ATXN3
GSK3B	AXIN1
GSK3B	BAX
GSK3B	BAZ1B
GSK3B	BCL2L1
GSK3B	CABYR
GSK3B	CASP3
GSK3B	CASP7
GSK3B	CASP8
GSK3B	CASP9
GSK3B	CCL2
GSK3B	CCL5
GSK3B	CCNB1
GSK3B	CCND1
GSK3B	CCND2
GSK3B	CCND3
GSK3B	CCNE1
GSK3B	CDC25A
GSK3B	CDK5
GSK3B	CDKN1A
GSK3B	CEBPB
GSK3B	CEBPD
GSK3B	CIITA
GSK3B	CLASP2
GSK3B	CLOCK
GSK3B	CREB1
GSK3B	CRMP1
GSK3B	CSNK1A1
GSK3B	CTNNB1
GSK3B	CXCL8
GSK3B	DDX21
GSK3B	DPYSL2
GSK3B	DPYSL3
GSK3B	DPYSL4
GSK3B	DPYSL5
GSK3B	DROSHA
GSK3B	DSP
GSK3B	EIF4EBP1
GSK3B	ESR1
GSK3B	EZH2
GSK3B	FBXO4
GSK3B	FOXP3
GSK3B	FRAT1
GSK3B	FYN
GSK3B	GAPDH
GSK3B	GATA6
GSK3B	GDF15
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
GSK3B	GSKIP
GSK3B	GSTZ1
GSK3B	GYS1
GSK3B	GYS2
GSK3B	HADHB
GSK3B	HAUS4
GSK3B	HAUS5
GSK3B	HDAC4
GSK3B	HMOX1
GSK3B	HNF4A
GSK3B	HNRNPD
GSK3B	HRAS
GSK3B	HSD17B4
GSK3B	HSF1
GSK3B	HSP90AA1
GSK3B	HSPA1A
GSK3B	HSPA1B
GSK3B	HSPA4
GSK3B	HSPA5
GSK3B	IFNG
GSK3B	IGF2BP1
GSK3B	IGHM
GSK3B	IGSF21
GSK3B	IKBKG
GSK3B	IL10
GSK3B	IL13
GSK3B	IL4
GSK3B	IL6
GSK3B	ILKAP
GSK3B	IQCG
GSK3B	IRF1
GSK3B	IVNS1ABP
GSK3B	JUN
GSK3B	KANK2
GSK3B	KAT5
GSK3B	KDM1A
GSK3B	KHSRP
GSK3B	KIAA1191
GSK3B	KIDINS220
GSK3B	KIF5B
GSK3B	KLC2
GSK3B	KLF2
GSK3B	KLF5
GSK3B	KRBA1
GSK3B	LARP1B
GSK3B	LGALS3
GSK3B	LMO4
GSK3B	LPCAT1
GSK3B	LRP5
GSK3B	LRP6
GSK3B	LRRC49
GSK3B	LTV1
GSK3B	LUC7L2
GSK3B	MACF1
GSK3B	MAP1B
GSK3B	MAP3K1
GSK3B	MAP3K2
GSK3B	MAP3K4
GSK3B	MAP4
GSK3B	MAP7D3
GSK3B	MAPT
GSK3B	MARK2
GSK3B	MASP1
GSK3B	MAX
GSK3B	MAZ
GSK3B	MCL1
GSK3B	MDM2
GSK3B	MED24
GSK3B	MICAL1
GSK3B	MID1IP1
GSK3B	MITF
GSK3B	MMP2
GSK3B	MMP9
GSK3B	MPP1
GSK3B	MRTFA
GSK3B	MTF2
GSK3B	MTOR
GSK3B	MUC1
GSK3B	MYBBP1A
GSK3B	MYCL
GSK3B	MYCN
GSK3B	MYC
GSK3B	MYO1C
GSK3B	MYOCD
GSK3B	NACA
GSK3B	NAT9
GSK3B	NBR1
GSK3B	NCOA3
GSK3B	NEFH
GSK3B	NFE2L1
GSK3B	NFE2L2
GSK3B	NFE2L3
GSK3B	NFKB1
GSK3B	NFKB2
GSK3B	NIFK
GSK3B	NIN
GSK3B	NOTCH1
GSK3B	NOTCH2
GSK3B	NOTCH3
GSK3B	NR1D1
GSK3B	NR3C1
GSK3B	NRBP1
GSK3B	NRP1
GSK3B	NSFL1C
GSK3B	NUB1
GSK3B	NUP205
GSK3B	OFD1
GSK3B	OGA
GSK3B	OGT
GSK3B	PARP1
GSK3B	PCM1
GSK3B	PDE4D
GSK3B	PEX5
GSK3B	PFKFB4
GSK3B	PGR
GSK3B	PHLPP1
GSK3B	PIAS1
GSK3B	PIM2
GSK3B	PLXNA1
GSK3B	PLXNA2
GSK3B	PLXNA3
GSK3B	PLXNA4
GSK3B	PMAIP1
GSK3B	POLR1A
GSK3B	POLR1B
GSK3B	POLR1D
GSK3B	POLR1E
GSK3B	POLR2E
GSK3B	POLR2F
GSK3B	POLR2H
GSK3B	POLR2K
GSK3B	POLR2L
GSK3B	PPARGC1A
GSK3B	PPID
GSK3B	PPP1CA
GSK3B	PPP1CB
GSK3B	PPP1R2
GSK3B	PPP2R5D
GSK3B	PPP3CA
GSK3B	PPP6R1
GSK3B	PPP6R3
GSK3B	PRKAA1
GSK3B	PRKACB
GSK3B	PRKAR1A
GSK3B	PRKAR1B
GSK3B	PRKCD
GSK3B	PRRC2C
GSK3B	PRUNE1
GSK3B	PSEN1
GSK3B	PTBP3
GSK3B	PTEN
GSK3B	PTK2
GSK3B	PTN
GSK3B	PTPN11
GSK3B	PXN
GSK3B	QARS
GSK3B	RAI1
GSK3B	RBM33
GSK3B	RBPJ
GSK3B	RELA
GSK3B	RELB
GSK3B	RICTOR
GSK3B	ROR2
GSK3B	RPF2
GSK3B	RPL36AL
GSK3B	RPL39
GSK3B	RPLP1
GSK3B	RPS2
GSK3B	RPTOR
GSK3B	RSU1
GSK3B	RUNX2
GSK3B	RXRA
GSK3B	SAP30BP
GSK3B	SEC16A
GSK3B	SEMA3A
GSK3B	SF3B1
GSK3B	SFPQ
GSK3B	SGK1
GSK3B	SIRT1
GSK3B	SLA
GSK3B	SMAD1
GSK3B	SMAD3
GSK3B	SMARCA2
GSK3B	SMARCA5
GSK3B	SMN2
GSK3B	SMURF2
GSK3B	SMYD2
GSK3B	SNAI1
GSK3B	SNAI2
GSK3B	SNCAIP
GSK3B	SNCA
GSK3B	SNRNP70
GSK3B	SOX10
GSK3B	SOX9
GSK3B	SP7
GSK3B	SPAG5
GSK3B	SPICE1
GSK3B	SPTBN4
GSK3B	SREBF1
GSK3B	STAT1
GSK3B	STAT2
GSK3B	STAT3
GSK3B	STAT4
GSK3B	STAT5A
GSK3B	STAT5B
GSK3B	STAT6
GSK3B	STON1
GSK3B	STRAP
GSK3B	SUFU
GSK3B	SWAP70
GSK3B	SYNE4
GSK3B	TAF1A
GSK3B	TAF1B
GSK3B	TAF1C
GSK3B	TAF1D
GSK3B	TAZ
GSK3B	TBP
GSK3B	TCF4
GSK3B	TLE1
GSK3B	TMEM44
GSK3B	TNF
GSK3B	TNKS
GSK3B	TONSL
GSK3B	TP53
GSK3B	TPGS1
GSK3B	TPPP
GSK3B	TRAK1
GSK3B	TRAK2
GSK3B	TRIM29
GSK3B	TSC1
GSK3B	TSC2
GSK3B	TUBA1A
GSK3B	TUBG1
GSK3B	UBE2D1
GSK3B	UBE3A
GSK3B	UBR1
GSK3B	UBR5
GSK3B	UBXN6
GSK3B	UFM1
GSK3B	USP48
GSK3B	VHL
GSK3B	VIM
GSK3B	VPS13D
GSK3B	VPS51
GSK3B	VTA1
GSK3B	WDR62
GSK3B	WEE1
GSK3B	WSB1
GSK3B	XIAP
GSK3B	XPNPEP1
GSK3B	XPO1
GSK3B	XPO6
GSK3B	YBX1
GSK3B	YBX3
GSK3B	YWHAZ
GSK3B	ZFPM1
GSK3B	ZHX1
GSK3B	ZNF135
GSK3B	ZNF227
GSK3B	ZNF281
GSK3B	ZNF746
GTF2F1	GTF2F2
GTF2F1	GTF2H1
GTF2F1	GTF2H4
GTF2F1	HIRIP3
GTF2F1	HNRNPU
GTF2F1	KPNA2
GTF2F1	MED1
GTF2F1	MYB
GTF2F1	MYC
GTF2F1	NELFE
GTF2F1	PARP1
GTF2F1	POLR2A
GTF2F1	POLR2B
GTF2F1	POLR2D
GTF2F1	POLR2G
GTF2F1	POLR2H
GTF2F1	POLR2I
GTF2F1	POLR2K
GTF2F1	POLR2L
GTF2F1	PSAP
GTF2F1	PTN
GTF2F1	PUS1
GTF2F1	RFC2
GTF2F1	SMARCA4
GTF2F1	SMARCB1
GTF2F1	SMARCC1
GTF2F1	SMARCC2
GTF2F1	SMARCD1
GTF2F1	SMARCE1
GTF2F1	SRF
GTF2F1	SRRM1
GTF2F1	TAF11
GTF2F1	TBP
GTF2F1	TRIM27
GTF2F1	URI1
GTF2F1	WDR77
GUK1	HSPB2
GUK1	TTC19
GUK1	UBE2Z
HASPIN	HERC5
HASPIN	KPNA6
HASPIN	MATR3
HASPIN	NANOG
HASPIN	NCBP3
HASPIN	RBM4B
HASPIN	VIRMA
HASPIN	ZNF324B
HCK	ADAM15
HCK	CBL
HCK	ELMO1
HCK	HSF2BP
HCK	HSP90AA1
HCK	HSP90AB1
HCK	IL6ST
HCK	INCA1
HCK	KHDRBS1
HCK	KPRP
HCK	KRT34
HCK	KRT35
HCK	KRT36
HCK	KRT40
HCK	KRTAP1-1
HCK	KRTAP10-7
HCK	KRTAP10-8
HCK	KRTAP10-9
HCK	KRTAP3-1
HCK	LETMD1
HCK	MDK
HCK	MDM2
HCK	MKRN3
HCK	MTUS2
HCK	NGEF
HCK	OLIG1
HCK	PECAM1
HCK	PIK3CB
HCK	PIK3R3
HCK	PLCG1
HCK	PLEKHG4
HCK	PNMA1
HCK	PTK2
HCK	RAPGEF1
HCK	RASA1
HCK	RASA3
HCK	RBPMS
HCK	RPL10
